Name,Tags,Sector,Position,Company name,Conference Goals,Themes of Interest,Bio,Email,LinkedIn,Twitter,Avatar,First name,Last name,tagList,id,Cluster,Degree,InterclusterFraction,ClusterDiversity,ClusterBridging,ClusterArchetype,cluster_name,x,y
Khalil Mills,Cannabis|Sports Tech|Diagnosis|Artificial Intelligence|Sustainability|Security|Community Engagement|Governance|Equity|Crowdfunding|Blockchain|Investment|Entrepreneurship|Human Resources / Universal Employees|Skills and Capability Development|Remote Work|Social Networks / Influencers|Consumer Behaviour|Ethics|Policy|Gamification|Exploration|Personal Development|Interfaces / Platforms|Plant Based|Growth|AgTech|Lab Grown Food,Investor,Bindery Worker,Dibbert LLC,Meet Investors|Meet Startups|Explore new ways of working|Other,Money|Work,,turner.fern@example.com,,,https://lorempixel.com/600/600/cats/?32074,Khalil,Mills,"['Cannabis', 'Sports Tech', 'Diagnosis', 'Artificial Intelligence', 'Sustainability', 'Security', 'Community Engagement', 'Governance', 'Equity', 'Crowdfunding', 'Blockchain', 'Investment', 'Entrepreneurship', 'Human Resources / Universal Employees', 'Skills and Capability Development', 'Remote Work', 'Social Networks / Influencers', 'Consumer Behaviour', 'Ethics', 'Policy', 'Gamification', 'Exploration', 'Personal Development', 'Interfaces / Platforms', 'Plant Based', 'Growth', 'AgTech', 'Lab Grown Food']",40,Cluster_0,7,0.0,-1.485953728434389,-1.4241614932019444,3.37803756193329,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",-15.707803726196289,13.99824047088623
Presley Moore,Alternative Health|Diagnosis|Personal Data / Electronic Medical Record|Virtual Reality|Community Engagement|Energy|Participation|City Information Managment|Crowdfunding|Blockchain|Trade|Sharing Economy|Uncertainty / Accelerating Change|Gender / Diversity|Business Models|Strategy / Leadership|Purpose|Social Networks / Influencers|Creative Industries|Consumer Behaviour|eSports / Sport|Exploration|Interfaces / Platforms|Video Games|Plant Based|Optimal Nutrition|Vegetarian / Vegan|Alcohol and other drugs,Other,Actor,Langosh-Dietrich,Meet Investors|Understand Government Policy|Explore new ways of working|Other,Culture|Health,,alyson34@example.org,,,https://lorempixel.com/600/600/cats/?80427,Presley,Moore,"['Alternative Health', 'Diagnosis', 'Personal Data / Electronic Medical Record', 'Virtual Reality', 'Community Engagement', 'Energy', 'Participation', 'City Information Managment', 'Crowdfunding', 'Blockchain', 'Trade', 'Sharing Economy', 'Uncertainty / Accelerating Change', 'Gender / Diversity', 'Business Models', 'Strategy / Leadership', 'Purpose', 'Social Networks / Influencers', 'Creative Industries', 'Consumer Behaviour', 'eSports / Sport', 'Exploration', 'Interfaces / Platforms', 'Video Games', 'Plant Based', 'Optimal Nutrition', 'Vegetarian / Vegan', 'Alcohol and other drugs']",41,Cluster_6,2,0.5,-0.7102927568372894,-0.7706074084001915,-1.319644651157672,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-19.530826568603516,-1.38395094871521
Timothy Labadie,Sports Tech|Health Tech|Personal Data / Electronic Medical Record|Internet of Things|Sustainability|Smart Cities|Infrastructure|Energy|Crowdfunding|Investment|Sharing Economy|Cryptocurrency|Uncertainty / Accelerating Change|Entrepreneurship|Strategy / Leadership|Augmented Decision Making|Values-Based Leadership|Social Networks / Influencers|Consumer Behaviour|Identity|eSports / Sport|Gamification|Exploration|Video Games|Plant Based|Farming|Distribution|Optimal Nutrition,Established Business,Plating Operator OR Coating Machine Operator,Graham-Ferry,Meet Startups|Understand Government Policy|Explore new ways of working|Other,Health|Play,,beryl78@example.net,,,https://lorempixel.com/600/600/cats/?28913,Timothy,Labadie,"['Sports Tech', 'Health Tech', 'Personal Data / Electronic Medical Record', 'Internet of Things', 'Sustainability', 'Smart Cities', 'Infrastructure', 'Energy', 'Crowdfunding', 'Investment', 'Sharing Economy', 'Cryptocurrency', 'Uncertainty / Accelerating Change', 'Entrepreneurship', 'Strategy / Leadership', 'Augmented Decision Making', 'Values-Based Leadership', 'Social Networks / Influencers', 'Consumer Behaviour', 'Identity', 'eSports / Sport', 'Gamification', 'Exploration', 'Video Games', 'Plant Based', 'Farming', 'Distribution', 'Optimal Nutrition']",42,Cluster_6,4,0.25,-1.1372840784634892,-1.051651401168313,1.37762619732147,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-4.531042575836182,12.212603569030762
Pansy White,Cannabis|Functional Medicine|Personal Data / Electronic Medical Record|Internet of Things|Community Engagement|Governance|Energy|City Information Managment|Equity|Venture Capital|Investment|Impact Investing|Smart Collaboration Technology|Enterprise Technology|Strategy / Leadership|Augmented Decision Making|Values-Based Leadership|Ethics|Art|Design|eSports / Sport|Personal Development|Interfaces / Platforms|Video Games|AgTech|Supply Chain|Distribution|Lab Grown Food,Established Business,Refractory Materials Repairer,Koss-Schulist,Meet Investors|Meet Startups|Tell My Story|Improve my business,Health|Play,,tyree.stroman@example.net,,,https://lorempixel.com/600/600/cats/?97954,Pansy,White,"['Cannabis', 'Functional Medicine', 'Personal Data / Electronic Medical Record', 'Internet of Things', 'Community Engagement', 'Governance', 'Energy', 'City Information Managment', 'Equity', 'Venture Capital', 'Investment', 'Impact Investing', 'Smart Collaboration Technology', 'Enterprise Technology', 'Strategy / Leadership', 'Augmented Decision Making', 'Values-Based Leadership', 'Ethics', 'Art', 'Design', 'eSports / Sport', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'AgTech', 'Supply Chain', 'Distribution', 'Lab Grown Food']",43,Cluster_3,4,0.25,-0.8076747506417999,-0.9273007204325395,0.35120200538178725,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",-1.1504809856414795,-16.382083892822266
Xander Borer,Sports Tech|Functional Medicine|New Hospitals|Artificial Intelligence|Security|Community Engagement|Smart Cities|Participation|Crowdfunding|Blockchain|Cryptocurrency|Impact Investing|Skills and Capability Development|Gender / Diversity|Business Models|Strategy / Leadership|Purpose|Creative Industries|Consumer Behaviour|Policy|eSports / Sport|Gamification|Exploration|Engagement / Participation|Growth|AgTech|Supply Chain|Alcohol and other drugs,Not for Profit,Graduate Teaching Assistant,Nikolaus-Pfannerstill,Meet Investors|Tell My Story|Improve my business|Explore new ways of working,Money|Play,,jaclyn39@example.org,,,https://lorempixel.com/600/600/cats/?69404,Xander,Borer,"['Sports Tech', 'Functional Medicine', 'New Hospitals', 'Artificial Intelligence', 'Security', 'Community Engagement', 'Smart Cities', 'Participation', 'Crowdfunding', 'Blockchain', 'Cryptocurrency', 'Impact Investing', 'Skills and Capability Development', 'Gender / Diversity', 'Business Models', 'Strategy / Leadership', 'Purpose', 'Creative Industries', 'Consumer Behaviour', 'Policy', 'eSports / Sport', 'Gamification', 'Exploration', 'Engagement / Participation', 'Growth', 'AgTech', 'Supply Chain', 'Alcohol and other drugs']",44,Cluster_1,8,0.5,1.1750902032235229,0.9462830657375538,-0.27873952898995646,"Policy, Cryptocurrency, Engagement / Participation, Business Models, Energy",3.8529465198516846,1.6300592422485352
Nona Hagenes,Exercise |Health Tech|Diagnosis|New Hospitals|Infrastructure|Energy|City Information Managment|Policy|Crowdfunding|Blockchain|Sharing Economy|IPO / ICO|Automation / Artificial Intelligence|Entrepreneurship|Skills and Capability Development|Strategy / Leadership|Values-Based Leadership|Creative Industries|Ethics|Design|Gamification|Exploration|Engagement / Participation|Interfaces / Platforms|Vitamins|AgTech|Distribution|Vegetarian / Vegan,Not for Profit,Battery Repairer,"Cruickshank, Casper and Nicolas",Understand Government Policy|Tell My Story|Improve my business|Other,Culture|Play,,jgutkowski@example.org,,,https://lorempixel.com/600/600/cats/?19905,Nona,Hagenes,"['Exercise ', 'Health Tech', 'Diagnosis', 'New Hospitals', 'Infrastructure', 'Energy', 'City Information Managment', 'Policy', 'Crowdfunding', 'Blockchain', 'Sharing Economy', 'IPO / ICO', 'Automation / Artificial Intelligence', 'Entrepreneurship', 'Skills and Capability Development', 'Strategy / Leadership', 'Values-Based Leadership', 'Creative Industries', 'Ethics', 'Design', 'Gamification', 'Exploration', 'Engagement / Participation', 'Interfaces / Platforms', 'Vitamins', 'AgTech', 'Distribution', 'Vegetarian / Vegan']",45,Cluster_6,5,0.6,0.4705918989086209,1.139871326183441,-0.5433645846342327,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-17.406681060791016,4.844985008239746
Cassie Schumm,Peak Performance|Health Tech|Prevention|Artificial Intelligence|Sustainability|Smart Cities|Infrastructure|Participation|Blockchain|Investment|Trade|Impact Investing|Automation / Artificial Intelligence|Culture / PeopleGeeks|Business Models|Strategy / Leadership|Purpose|Values-Based Leadership|Ethics|Design|Gamification|Exploration|Engagement / Participation|Interfaces / Platforms|Vitamins|Distribution|Vegetarian / Vegan|Alcohol and other drugs,Government,Millwright,"O'Connell, Senger and Abernathy",Meet Startups|Improve my business|Explore new ways of working|Other,Culture|Food,,andre.hahn@example.com,,,https://lorempixel.com/600/600/cats/?21226,Cassie,Schumm,"['Peak Performance', 'Health Tech', 'Prevention', 'Artificial Intelligence', 'Sustainability', 'Smart Cities', 'Infrastructure', 'Participation', 'Blockchain', 'Investment', 'Trade', 'Impact Investing', 'Automation / Artificial Intelligence', 'Culture / PeopleGeeks', 'Business Models', 'Strategy / Leadership', 'Purpose', 'Values-Based Leadership', 'Ethics', 'Design', 'Gamification', 'Exploration', 'Engagement / Participation', 'Interfaces / Platforms', 'Vitamins', 'Distribution', 'Vegetarian / Vegan', 'Alcohol and other drugs']",46,Cluster_6,3,0.3333333333333333,-0.8951519296250524,-0.8922809820508677,-0.0385624983220594,"Plant Based, Entrepreneurship, Strategy / Leadership, Smart Cities, Vegetarian / Vegan",-19.751834869384766,5.718061447143555
Elmira Gottlieb,Sports Tech|Diagnosis|Personal Data / Electronic Medical Record|Artificial Intelligence|Community Engagement|Energy|Mobility / Transport|Policy|Equity|Company Structure|Blockchain|Impact Investing|Entrepreneurship|Skills and Capability Development|Gender / Diversity|Business Models|Purpose|Values-Based Leadership|Education|Policy|eSports / Sport|Personal Development|Interfaces / Platforms|Video Games|Vitamins|AgTech|Lab Grown Food|Alcohol and other drugs,Other,Musician OR Singer,"Ryan, Lakin and Macejkovic",Tell My Story|Improve my business|Explore new ways of working|Other,Cities|Money,,vspinka@example.org,,,https://lorempixel.com/600/600/cats/?97993,Elmira,Gottlieb,"['Sports Tech', 'Diagnosis', 'Personal Data / Electronic Medical Record', 'Artificial Intelligence', 'Community Engagement', 'Energy', 'Mobility / Transport', 'Policy', 'Equity', 'Company Structure', 'Blockchain', 'Impact Investing', 'Entrepreneurship', 'Skills and Capability Development', 'Gender / Diversity', 'Business Models', 'Purpose', 'Values-Based Leadership', 'Education', 'Policy', 'eSports / Sport', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'Vitamins', 'AgTech', 'Lab Grown Food', 'Alcohol and other drugs']",47,Cluster_1,1,0.0,-1.5359725059835523,-1.2857807142378666,-1.2695181349855282,"Policy, Cryptocurrency, Engagement / Participation, Business Models, Energy",17.928550720214844,4.340811252593994
Adam Hickle,Cannabis|Exercise |Virtual Reality|Internet of Things|Smart Cities|Infrastructure|Energy|Mobility / Transport|Venture Capital|Sharing Economy|Cryptocurrency|IPO / ICO|Automation / Artificial Intelligence|Skills and Capability Development|Smart Collaboration Technology|Augmented Decision Making|Values-Based Leadership|Creative Industries|Consumer Behaviour|Policy|Gamification|Exploration|Personal Development|Video Games|Functional Food|Vitamins|Plant Based|Lab Grown Food,Not for Profit,Professional Photographer,"Jones, Shields and Huel",Tell My Story|Improve my business|Explore new ways of working|Other,Food|Work,,wyman.delphine@example.org,,,https://lorempixel.com/600/600/cats/?90069,Adam,Hickle,"['Cannabis', 'Exercise ', 'Virtual Reality', 'Internet of Things', 'Smart Cities', 'Infrastructure', 'Energy', 'Mobility / Transport', 'Venture Capital', 'Sharing Economy', 'Cryptocurrency', 'IPO / ICO', 'Automation / Artificial Intelligence', 'Skills and Capability Development', 'Smart Collaboration Technology', 'Augmented Decision Making', 'Values-Based Leadership', 'Creative Industries', 'Consumer Behaviour', 'Policy', 'Gamification', 'Exploration', 'Personal Development', 'Video Games', 'Functional Food', 'Vitamins', 'Plant Based', 'Lab Grown Food']",48,Cluster_0,8,0.625,1.1586858322851608,1.4187229967245436,-0.739772425167732,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",10.197592735290527,15.166726112365723
Reagan Wintheiser,Peak Performance|Sports Tech|Prevention|Internet of Things|Community Engagement|Governance|Infrastructure|Energy|Crowdfunding|Investment|Cryptocurrency|IPO / ICO|Machine Learning|Uncertainty / Accelerating Change|Smart Collaboration Technology|Augmented Decision Making|Creative Industries|Ethics|Policy|Design|Gamification|Exploration|Engagement / Participation|Personal Development|Vitamins|Growth|AgTech|Alcohol and other drugs,Not for Profit,Nuclear Equipment Operation Technician,Flatley Inc,Meet Startups|Tell My Story|Explore new ways of working|Other,Culture|Money,,lwest@example.org,,,https://lorempixel.com/600/600/cats/?58912,Reagan,Wintheiser,"['Peak Performance', 'Sports Tech', 'Prevention', 'Internet of Things', 'Community Engagement', 'Governance', 'Infrastructure', 'Energy', 'Crowdfunding', 'Investment', 'Cryptocurrency', 'IPO / ICO', 'Machine Learning', 'Uncertainty / Accelerating Change', 'Smart Collaboration Technology', 'Augmented Decision Making', 'Creative Industries', 'Ethics', 'Policy', 'Design', 'Gamification', 'Exploration', 'Engagement / Participation', 'Personal Development', 'Vitamins', 'Growth', 'AgTech', 'Alcohol and other drugs']",49,Cluster_4,9,0.2222222222222222,-0.25987504504902453,-0.532929771019591,2.0765956522134026,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-12.642770767211914,-2.3772366046905518
Pierre Deckow,Peak Performance|Sports Tech|Artificial Intelligence|Virtual Reality|Sustainability|Infrastructure|Mobility / Transport|Policy|Equity|Blockchain|Venture Capital|Sharing Economy|Entrepreneurship|Skills and Capability Development|Business Models|Strategy / Leadership|Social Networks / Influencers|Consumer Behaviour|Policy|Art|Gamification|Exploration|Personal Development|Interfaces / Platforms|Functional Food|Plant Based|Supply Chain|Lab Grown Food,Startup,Audiologist,Smitham-Gutmann,Meet Startups|Tell My Story|Improve my business|Explore new ways of working,Culture|Money,,doberbrunner@example.org,,,https://lorempixel.com/600/600/cats/?75660,Pierre,Deckow,"['Peak Performance', 'Sports Tech', 'Artificial Intelligence', 'Virtual Reality', 'Sustainability', 'Infrastructure', 'Mobility / Transport', 'Policy', 'Equity', 'Blockchain', 'Venture Capital', 'Sharing Economy', 'Entrepreneurship', 'Skills and Capability Development', 'Business Models', 'Strategy / Leadership', 'Social Networks / Influencers', 'Consumer Behaviour', 'Policy', 'Art', 'Gamification', 'Exploration', 'Personal Development', 'Interfaces / Platforms', 'Functional Food', 'Plant Based', 'Supply Chain', 'Lab Grown Food']",50,Cluster_0,3,0.0,-1.485953728434389,-1.4241614932019444,0.5367957646921789,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",12.973355293273926,15.83010482788086
Gerard Bosco,Peak Performance|Exercise |Diagnosis|New Hospitals|Governance|Energy|Participation|Policy|Crowdfunding|Venture Capital|Investment|Sharing Economy|Machine Learning|Remote Work|Culture / PeopleGeeks|Strategy / Leadership|Creative Industries|Consumer Behaviour|Ethics|Design|eSports / Sport|Gamification|Exploration|Personal Development|Vitamins|Growth|Distribution|Optimal Nutrition,Media,Library Assistant,"Toy, McDermott and Nitzsche",Meet Investors|Tell My Story|Improve my business|Explore new ways of working,Money|Play,,keely.marvin@example.net,,,https://lorempixel.com/600/600/cats/?94283,Gerard,Bosco,"['Peak Performance', 'Exercise ', 'Diagnosis', 'New Hospitals', 'Governance', 'Energy', 'Participation', 'Policy', 'Crowdfunding', 'Venture Capital', 'Investment', 'Sharing Economy', 'Machine Learning', 'Remote Work', 'Culture / PeopleGeeks', 'Strategy / Leadership', 'Creative Industries', 'Consumer Behaviour', 'Ethics', 'Design', 'eSports / Sport', 'Gamification', 'Exploration', 'Personal Development', 'Vitamins', 'Growth', 'Distribution', 'Optimal Nutrition']",51,Cluster_4,6,0.6666666666666666,1.1889398989305047,0.9687203888666597,-1.5250155347260936,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",1.3304603099822998,-9.587051391601562
Alec Corwin,Prevention|New Hospitals|Virtual Reality|Internet of Things|Sustainability|Security|Energy|Participation|Equity|Company Structure|Trade|Cryptocurrency|Automation / Artificial Intelligence|Human Resources / Universal Employees|Strategy / Leadership|Augmented Decision Making|Purpose|Values-Based Leadership|Ethics|Design|eSports / Sport|Engagement / Participation|Personal Development|Interfaces / Platforms|AgTech|Farming|Lab Grown Food|Optimal Nutrition,Not for Profit,Custom Tailor,Shanahan-Bartell,Meet Investors|Meet Startups|Tell My Story|Explore new ways of working,Food|Work,,roosevelt.bruen@example.org,,,https://lorempixel.com/600/600/cats/?92634,Alec,Corwin,"['Prevention', 'New Hospitals', 'Virtual Reality', 'Internet of Things', 'Sustainability', 'Security', 'Energy', 'Participation', 'Equity', 'Company Structure', 'Trade', 'Cryptocurrency', 'Automation / Artificial Intelligence', 'Human Resources / Universal Employees', 'Strategy / Leadership', 'Augmented Decision Making', 'Purpose', 'Values-Based Leadership', 'Ethics', 'Design', 'eSports / Sport', 'Engagement / Participation', 'Personal Development', 'Interfaces / Platforms', 'AgTech', 'Farming', 'Lab Grown Food', 'Optimal Nutrition']",52,Cluster_3,9,0.4444444444444444,0.5996136350755429,0.8843275989209111,0.8119893330567535,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",0.4064885675907135,15.844955444335938
Elnora Gutkowski,Alternative Health|Exercise |Virtual Reality|Internet of Things|Community Engagement|Participation|Mobility / Transport|City Information Managment|Equity|Blockchain|Cryptocurrency|IPO / ICO|Automation / Artificial Intelligence|Uncertainty / Accelerating Change|Remote Work|Culture / PeopleGeeks|Purpose|Education|Social Networks / Influencers|Policy|eSports / Sport|Gamification|Engagement / Participation|Personal Development|Vitamins|Lab Grown Food|Optimal Nutrition|Alcohol and other drugs,Investor,Hunter and Trapper,Harvey-Conroy,Meet Investors|Tell My Story|Improve my business|Other,Culture|Work,,noemi69@example.net,,,https://lorempixel.com/600/600/cats/?76229,Elnora,Gutkowski,"['Alternative Health', 'Exercise ', 'Virtual Reality', 'Internet of Things', 'Community Engagement', 'Participation', 'Mobility / Transport', 'City Information Managment', 'Equity', 'Blockchain', 'Cryptocurrency', 'IPO / ICO', 'Automation / Artificial Intelligence', 'Uncertainty / Accelerating Change', 'Remote Work', 'Culture / PeopleGeeks', 'Purpose', 'Education', 'Social Networks / Influencers', 'Policy', 'eSports / Sport', 'Gamification', 'Engagement / Participation', 'Personal Development', 'Vitamins', 'Lab Grown Food', 'Optimal Nutrition', 'Alcohol and other drugs']",53,Cluster_2,6,0.5,0.1574294909643313,1.0723027792313642,-0.29910016386261207,"Alternative Health, Policy, Optimal Nutrition, Exploration, City Information Managment",10.109787940979004,-5.789395809173584
Brad Gulgowski,Diagnosis|Prevention|New Hospitals|Virtual Reality|Sustainability|Community Engagement|Governance|Mobility / Transport|Equity|Trade|Sharing Economy|IPO / ICO|Entrepreneurship|Human Resources / Universal Employees|Gender / Diversity|Augmented Decision Making|Education|Creative Industries|Policy|Identity|eSports / Sport|Exploration|Interfaces / Platforms|Video Games|AgTech|Distribution|Lab Grown Food|Vegetarian / Vegan,Government,Photographer,"Morar, Stroman and Aufderhar",Meet Investors|Understand Government Policy|Tell My Story|Other,Health|Work,,amira.dooley@example.org,,,https://lorempixel.com/600/600/cats/?79205,Brad,Gulgowski,"['Diagnosis', 'Prevention', 'New Hospitals', 'Virtual Reality', 'Sustainability', 'Community Engagement', 'Governance', 'Mobility / Transport', 'Equity', 'Trade', 'Sharing Economy', 'IPO / ICO', 'Entrepreneurship', 'Human Resources / Universal Employees', 'Gender / Diversity', 'Augmented Decision Making', 'Education', 'Creative Industries', 'Policy', 'Identity', 'eSports / Sport', 'Exploration', 'Interfaces / Platforms', 'Video Games', 'AgTech', 'Distribution', 'Lab Grown Food', 'Vegetarian / Vegan']",54,Cluster_3,3,0.6666666666666666,0.4786129857775148,0.07454554931121347,-1.2857157751388306,"eSports / Sport, Farming, Automation / Artificial Intelligence, Virtual Reality, Equity",19.162986755371094,-3.061141014099121
Uriel Conroy,Personal Data / Electronic Medical Record|New Hospitals|Artificial Intelligence|Virtual Reality|Governance|Smart Cities|Infrastructure|Energy|Crowdfunding|Company Structure|Investment|Trade|Entrepreneurship|Skills and Capability Development|Smart Collaboration Technology|Remote Work|Purpose|Creative Industries|Identity|Design|Gamification|Exploration|Personal Development|Video Games|Functional Food|AgTech|Farming|Alcohol and other drugs,Not for Profit,Food Preparation and Serving Worker,Stoltenberg Group,Understand Government Policy|Tell My Story|Improve my business|Explore new ways of working,Culture|Play,,leonardo86@example.com,,,https://lorempixel.com/600/600/cats/?11677,Uriel,Conroy,"['Personal Data / Electronic Medical Record', 'New Hospitals', 'Artificial Intelligence', 'Virtual Reality', 'Governance', 'Smart Cities', 'Infrastructure', 'Energy', 'Crowdfunding', 'Company Structure', 'Investment', 'Trade', 'Entrepreneurship', 'Skills and Capability Development', 'Smart Collaboration Technology', 'Remote Work', 'Purpose', 'Creative Industries', 'Identity', 'Design', 'Gamification', 'Exploration', 'Personal Development', 'Video Games', 'Functional Food', 'AgTech', 'Farming', 'Alcohol and other drugs']",55,Cluster_4,3,0.0,-1.7935129535938397,-1.4756312698232414,0.8129834790628306,"IPO / ICO, Design, Gamification, Engagement / Participation, Smart Collaboration Technology",-17.049903869628906,-7.549873352050781
Cristopher Nicolas,Alternative Health|Peak Performance|Artificial Intelligence|Internet of Things|Governance|Smart Cities|Energy|Participation|Venture Capital|Investment|Trade|Cryptocurrency|Automation / Artificial Intelligence|Human Resources / Universal Employees|Culture / PeopleGeeks|Enterprise Technology|Values-Based Leadership|Consumer Behaviour|Policy|Identity|eSports / Sport|Exploration|Personal Development|Video Games|Vitamins|Growth|Farming|Lab Grown Food,Media,Employment Interviewer,Schoen Group,Understand Government Policy|Tell My Story|Improve my business|Other,Cities|Food,,eve.jerde@example.org,,,https://lorempixel.com/600/600/cats/?96369,Cristopher,Nicolas,"['Alternative Health', 'Peak Performance', 'Artificial Intelligence', 'Internet of Things', 'Governance', 'Smart Cities', 'Energy', 'Participation', 'Venture Capital', 'Investment', 'Trade', 'Cryptocurrency', 'Automation / Artificial Intelligence', 'Human Resources / Universal Employees', 'Culture / PeopleGeeks', 'Enterprise Technology', 'Values-Based Leadership', 'Consumer Behaviour', 'Policy', 'Identity', 'eSports / Sport', 'Exploration', 'Personal Development', 'Video Games', 'Vitamins', 'Growth', 'Farming', 'Lab Grown Food']",56,Cluster_0,7,0.5714285714285714,0.7743538060926775,1.1675638782499977,-0.6582992693702632,"Policy, Personal Development, Plant Based, Sustainability, Crowdfunding",10.045282363891602,11.023444175720215
Elsie Crist,Alternative Health|Peak Performance|Functional Medicine|Personal Data / Electronic Medical Record|Smart Cities|Infrastructure|Mobility / Transport|City Information Managment|Crowdfunding|Venture Capital|Trade|Cryptocurrency|Skills and Capability Development|Gender / Diversity|Enterprise Technology|Augmented Decision Making|Values-Based Leadership|Education|Consumer Behaviour|Art|eSports / Sport|Gamification|Exploration|Interfaces / Platforms|Functional Food|Vitamins|Optimal Nutrition|Alcohol and other drugs,Investor,Gluing Machine Operator,Leuschke Ltd,Meet Startups|Understand Government Policy|Tell My Story|Other,Health|Money,,jairo48@example.net,,,https://lorempixel.com/600/600/cats/?71282,Elsie,Crist,"['Alternative Health', 'Peak Performance', 'Functional Medicine', 'Personal Data / Electronic Medical Record', 'Smart Cities', 'Infrastructure', 'Mobility / Transport', 'City Information Managment', 'Crowdfunding', 'Venture Capital', 'Trade', 'Cryptocurrency', 'Skills and Capability Development', 'Gender / Diversity', 'Enterprise Technology', 'Augmented Decision Making', 'Values-Based Leadership', 'Education', 'Consumer Behaviour', 'Art', 'eSports / Sport', 'Gamification', 'Exploration', 'Interfaces / Platforms', 'Functional Food', 'Vitamins', 'Optimal Nutrition', 'Alcohol and other drugs']",57,Cluster_2,7,0.42857142857142855,0.5856570573477746,0.223615074027927,0.21225327301046318,"Alternative Health, Policy, Optimal Nutrition, Exploration, City Information Managment",14.837177276611328,-2.206084966659546
Freddie Skiles,Alternative Health|Cannabis|Prevention|New Hospitals|Sustainability|Smart Cities|Mobility / Transport|Policy|Crowdfunding|Blockchain|Investment|Sharing Economy|Human Resources / Universal Employees|Culture / PeopleGeeks|Business Models|Augmented Decision Making|Social Networks / Influencers|Ethics|Policy|Art|eSports / Sport|Gamification|Exploration|Personal Development|Plant Based|Growth|Lab Grown Food|Optimal Nutrition,Established Business,Fire Investigator,"Block, Walker and Kiehn",Meet Investors|Understand Government Policy|Explore new ways of working|Other,Health|Money,,yrice@example.net,,,https://lorempixel.com/600/600/cats/?27882,Freddie,Skiles,"['Alternative Health', 'Cannabis', 'Prevention', 'New Hospitals', 'Sustainability', 'Smart Cities', 'Mobility / Transport', 'Policy', 'Crowdfunding', 'Blockchain', 'Investment', 'Sharing Economy', 'Human Resources / Universal Employees', 'Culture / PeopleGeeks', 'Business Models', 'Augmented Decision Making', 'Social Networks / Influencers', 'Ethics', 'Policy', 'Art', 'eSports / Sport', 'Gamification', 'Exploration', 'Personal Development', 'Plant Based', 'Growth', 'Lab Grown Food', 'Optimal Nutrition']",58,Cluster_2,4,0.5,0.24262062714518198,-0.04269706941472554,-1.0135081045099088,"Alternative Health, Policy, Optimal Nutrition, Exploration, City Information Managment",-2.4347140789031982,-7.047919750213623
Mozelle Emard,Alternative Health|Peak Performance|Sports Tech|Virtual Reality|Smart Cities|Infrastructure|Participation|City Information Managment|Equity|Blockchain|Trade|IPO / ICO|Machine Learning|Human Resources / Universal Employees|Remote Work|Culture / PeopleGeeks|Education|Social Networks / Influencers|Ethics|Policy|Exploration|Personal Development|Interfaces / Platforms|Video Games|Vitamins|AgTech|Supply Chain|Lab Grown Food,Not for Profit,Police and Sheriffs Patrol Officer,"Rau, Schinner and Erdman",Meet Investors|Understand Government Policy|Improve my business|Other,Culture|Food,,dschulist@example.net,,,https://lorempixel.com/600/600/cats/?65888,Mozelle,Emard,"['Alternative Health', 'Peak Performance', 'Sports Tech', 'Virtual Reality', 'Smart Cities', 'Infrastructure', 'Participation', 'City Information Managment', 'Equity', 'Blockchain', 'Trade', 'IPO / ICO', 'Machine Learning', 'Human Resources / Universal Employees', 'Remote Work', 'Culture / PeopleGeeks', 'Education', 'Social Networks / Influencers', 'Ethics', 'Policy', 'Exploration', 'Personal Development', 'Interfaces / Platforms', 'Video Games', 'Vitamins', 'AgTech', 'Supply Chain', 'Lab Grown Food']",59,Cluster_2,5,0.4,-0.026493324503308765,-0.251620399369814,-0.2337329955706627,"Alternative Health, Policy, Optimal Nutrition, Exploration, City Information Managment",13.928119659423828,-14.693961143493652
